District_Key,Avg_Tot_Cur_Exp,Avg_Tot_Exp,Year_End,Unnamed: 0,Agency_Name,City,Zip,Latitude,Longitude,County
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1332,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1333,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.117,-85.566,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1334,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.333,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1335,LES CHENEAUX COMMUNITY SCHOOLS,CEDARVILLE,49719,45.999,-84.357,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1336,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.859,-84.65,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1337,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.87,-84.826,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1338,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.451,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1339,PICKFORD PUBLIC SCHOOLS,PICKFORD,49774,46.155,-84.36,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1340,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1341,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1342,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.867,-84.736,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1343,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.51,LUCE COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1344,THREE LAKES ACADEMY,CURTIS,49820,46.206,-85.758,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1345,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.447,-85.086,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1347,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.401,-84.573,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1348,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1350,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.343,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1351,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.118,-85.573,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1352,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.332,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1355,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.881,-84.836,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1356,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.45,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1358,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.597,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1359,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.345,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1360,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.863,-84.741,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1361,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.511,LUCE COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1363,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.612,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1365,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.403,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1367,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1376,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.23,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1403,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE Tour Village,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1422,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1426,LAKE SUPERIOR ACADEMY,SAULT STE. MARIE,49783,46.483,-84.354,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1438,BOIS BLANC PINES SCHOOL DISTRICT,POINTE AUX PINS,49775,45.735,-84.478,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1445,LAKE SUPERIOR ACADEMY,Sault Ste. Marie,49783,46.376,-84.407,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1447,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.848,-84.624,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1452,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.48,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1456,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.611,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15631.58824,19033.11765,2015,1483,LAKE SUPERIOR ACADEMY,SAULT S MARIE,49783,46.376,-84.407,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1328,BOIS BLANC PINES SCHOOL DISTRICT,POINTE AUX PINS,49775,45.733,-84.479,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1329,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.402,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1330,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1331,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1332,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1333,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.117,-85.566,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1334,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.333,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1335,LES CHENEAUX COMMUNITY SCHOOLS,CEDARVILLE,49719,45.999,-84.357,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1336,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.859,-84.65,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1337,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.87,-84.826,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1338,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.451,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1339,PICKFORD PUBLIC SCHOOLS,PICKFORD,49774,46.155,-84.36,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1340,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1341,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1342,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.867,-84.736,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1343,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.51,LUCE COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1344,THREE LAKES ACADEMY,CURTIS,49820,46.206,-85.758,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1345,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.447,-85.086,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1347,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.401,-84.573,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1348,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1350,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.343,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1351,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.118,-85.573,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1352,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.332,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1355,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.881,-84.836,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1356,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.45,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1358,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.597,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1359,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.345,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1360,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.863,-84.741,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1361,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.511,LUCE COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1363,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.612,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1365,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.403,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1367,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1376,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.23,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1403,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE Tour Village,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1422,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1426,LAKE SUPERIOR ACADEMY,SAULT STE. MARIE,49783,46.483,-84.354,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1438,BOIS BLANC PINES SCHOOL DISTRICT,POINTE AUX PINS,49775,45.735,-84.478,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1445,LAKE SUPERIOR ACADEMY,Sault Ste. Marie,49783,46.376,-84.407,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1447,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.848,-84.624,MACKINAC COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1452,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.48,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1456,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.611,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,17873.375,20916.25,2016,1483,LAKE SUPERIOR ACADEMY,SAULT S MARIE,49783,46.376,-84.407,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1328,BOIS BLANC PINES SCHOOL DISTRICT,POINTE AUX PINS,49775,45.733,-84.479,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1329,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.402,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1330,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1331,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1332,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1333,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.117,-85.566,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1334,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.333,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1335,LES CHENEAUX COMMUNITY SCHOOLS,CEDARVILLE,49719,45.999,-84.357,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1336,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.859,-84.65,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1337,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.87,-84.826,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1338,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.451,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1339,PICKFORD PUBLIC SCHOOLS,PICKFORD,49774,46.155,-84.36,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1340,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1341,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1342,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.867,-84.736,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1343,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.51,LUCE COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1344,THREE LAKES ACADEMY,CURTIS,49820,46.206,-85.758,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1345,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.447,-85.086,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1347,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.401,-84.573,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1348,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1350,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.343,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1351,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.118,-85.573,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1352,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.332,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1355,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.881,-84.836,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1356,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.45,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1358,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.597,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1359,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.345,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1360,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.863,-84.741,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1361,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.511,LUCE COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1363,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.612,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1365,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.403,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1367,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1376,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.23,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1403,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE Tour Village,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1422,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1426,LAKE SUPERIOR ACADEMY,SAULT STE. MARIE,49783,46.483,-84.354,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1438,BOIS BLANC PINES SCHOOL DISTRICT,POINTE AUX PINS,49775,45.735,-84.478,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1445,LAKE SUPERIOR ACADEMY,Sault Ste. Marie,49783,46.376,-84.407,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1447,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.848,-84.624,MACKINAC COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1452,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.48,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1456,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.611,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,16385.44444,20075.22222,2017,1483,LAKE SUPERIOR ACADEMY,SAULT S MARIE,49783,46.376,-84.407,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1328,BOIS BLANC PINES SCHOOL DISTRICT,POINTE AUX PINS,49775,45.733,-84.479,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1329,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.402,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1330,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1331,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1332,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1333,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.117,-85.566,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1334,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.333,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1335,LES CHENEAUX COMMUNITY SCHOOLS,CEDARVILLE,49719,45.999,-84.357,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1336,MACKINAC ISLAND PUBLIC SCHOOLS,MACKINAC ISLAND,49757,45.859,-84.65,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1337,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.87,-84.826,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1338,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.451,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1339,PICKFORD PUBLIC SCHOOLS,PICKFORD,49774,46.155,-84.36,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1340,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.596,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1341,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.344,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1342,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.867,-84.736,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1343,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.51,LUCE COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1344,THREE LAKES ACADEMY,CURTIS,49820,46.206,-85.758,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1345,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.447,-85.086,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1347,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.401,-84.573,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1348,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,49725,45.99,-83.906,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1350,EASTERN UPPER PENINSULA ISD,SAULT SAINTE MARIE,49783,46.498,-84.343,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1351,ENGADINE CONSOLIDATED SCHOOLS,ENGADINE,49827,46.118,-85.573,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1352,JOSEPH K. LUMSDEN BAHWETING ANISHNABE ACADEMY,SAULT SAINTE MARIE,49783,46.481,-84.332,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1355,MORAN TOWNSHIP SCHOOL DISTRICT,SAINT IGNACE,49781,45.881,-84.836,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1356,OJIBWE CHARTER SCHOOL,BRIMLEY,49715,46.45,-84.602,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1358,RUDYARD AREA SCHOOLS,RUDYARD,49780,46.229,-84.597,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1359,SAULT STE. MARIE AREA SCHOOLS,SAULT SAINTE MARIE,49783,46.481,-84.345,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1360,ST. IGNACE AREA SCHOOLS,SAINT IGNACE,49781,45.863,-84.741,MACKINAC COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1361,TAHQUAMENON AREA SCHOOLS,NEWBERRY,49868,46.351,-85.511,LUCE COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1363,WHITEFISH TOWNSHIP SCHOOLS,PARADISE,49768,46.612,-85.039,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1365,BRIMLEY AREA SCHOOLS,BRIMLEY,49715,46.403,-84.572,CHIPPEWA COUNTY
Eastern Upper Peninsula ISD,15507.61111,18236.77778,2018,1367,DETOUR ARTS AND TECHNOLOGY ACADEMY,DE TOUR VILLAGE,49725,45.991,-83.905,CHIPPEWA COUNTY
