District_Key,Avg_Tot_Cur_Exp,Avg_Tot_Exp,Year_End,Unnamed: 0,Agency_Name,City,Zip,Latitude,Longitude,County
Allegan Area Educational Service Agency,10639.8,11544.1,2016,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10729.2,11953.6,2017,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11108.0,14092.3,2018,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11549.2,13730.8,2019,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,95,ALCONA COMMUNITY SCHOOLS,LINCOLN,48742,44.657,-83.406,ALCONA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,96,ALPENA PUBLIC SCHOOLS,ALPENA,49707,45.036,-83.467,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,97,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.043,-83.457,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,98,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.991,-84.153,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,99,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.035,-83.901,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,101,ALPENA PUBLIC SCHOOLS,ALPENA,49707,45.037,-83.467,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,102,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.044,-83.453,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,103,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.994,-84.149,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,104,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.047,-83.904,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,107,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.094,-83.457,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,108,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.993,-84.153,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,109,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.045,-83.901,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,113,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.995,-84.149,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,114,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.046,-83.903,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,117,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.04,-83.462,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9402.0,10074.25,2011,127,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.046,-83.452,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,95,ALCONA COMMUNITY SCHOOLS,LINCOLN,48742,44.657,-83.406,ALCONA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,96,ALPENA PUBLIC SCHOOLS,ALPENA,49707,45.036,-83.467,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,97,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.043,-83.457,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,98,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.991,-84.153,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,99,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.035,-83.901,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,101,ALPENA PUBLIC SCHOOLS,ALPENA,49707,45.037,-83.467,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,102,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.044,-83.453,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,103,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.994,-84.149,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,104,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.047,-83.904,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,107,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.094,-83.457,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,108,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.993,-84.153,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,109,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.045,-83.901,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,113,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.995,-84.149,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,114,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.046,-83.903,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,117,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.04,-83.462,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,10371.75,11004.0,2012,127,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.046,-83.452,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,95,ALCONA COMMUNITY SCHOOLS,LINCOLN,48742,44.657,-83.406,ALCONA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,96,ALPENA PUBLIC SCHOOLS,ALPENA,49707,45.036,-83.467,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,97,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.043,-83.457,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,98,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.991,-84.153,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,99,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.035,-83.901,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,101,ALPENA PUBLIC SCHOOLS,ALPENA,49707,45.037,-83.467,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,102,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.044,-83.453,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,103,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.994,-84.149,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,104,HILLMAN COMMUNITY SCHOOLS,HILLMAN,49746,45.047,-83.904,MONTMORENCY COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,107,ALPENA-MONTMORENCY-ALCONA ESD,ALPENA,49707,45.094,-83.457,ALPENA COUNTY
Alpena-Montmorency-Alcona ESD,9988.0,10454.0,2013,108,ATLANTA COMMUNITY SCHOOLS,ATLANTA,49709,44.993,-84.153,MONTMORENCY COUNTY
